gene_id,GE
ENSG00000169504,0.0
ENSG00000142920,1.0
ENSG00000069702,1.0
ENSG00000171735,0.0
ENSG00000090686,1.0
ENSG00000159023,1.0
ENSG00000187147,1.0
ENSG00000159592,1.0
ENSG00000169213,0.0
ENSG00000158966,1.0
ENSG00000142856,1.0
ENSG00000172260,0.0
ENSG00000016602,0.0
ENSG00000116473,1.0
ENSG00000155366,0.0
ENSG00000065135,1.0
ENSG00000162825,1.0
ENSG00000116698,1.0
ENSG00000075391,0.0
ENSG00000177888,1.0
ENSG00000151414,1.0
ENSG00000054392,0.0
ENSG00000196482,0.0
ENSG00000143669,1.0
ENSG00000177174,0.0
ENSG00000175756,1.0
ENSG00000169598,1.0
ENSG00000069424,1.0
ENSG00000180758,0.0
ENSG00000142599,1.0
ENSG00000130940,0.0
ENSG00000171824,1.0
ENSG00000198793,1.0
ENSG00000142655,1.0
ENSG00000177674,1.0
ENSG00000204518,0.0
ENSG00000117122,0.0
ENSG00000117115,0.0
ENSG00000127481,1.0
ENSG00000077549,1.0
ENSG00000117298,1.0
ENSG00000184677,1.0
ENSG00000142798,0.0
ENSG00000070831,1.0
ENSG00000187942,0.0
ENSG00000169641,1.0
ENSG00000204219,1.0
ENSG00000184454,0.0
ENSG00000188672,0.0
ENSG00000117643,1.0
ENSG00000131914,0.0
ENSG00000142669,1.0
ENSG00000186501,1.0
ENSG00000126705,1.0
ENSG00000180198,1.0
ENSG00000060656,0.0
ENSG00000116350,1.0
ENSG00000184007,1.0
ENSG00000116497,1.0
ENSG00000121903,0.0
ENSG00000146463,1.0
ENSG00000142687,1.0
ENSG00000126070,1.0
ENSG00000134698,1.0
ENSG00000196182,1.0
ENSG00000204084,1.0
ENSG00000183682,0.0
ENSG00000010803,1.0
ENSG00000243710,0.0
ENSG00000198198,1.0
ENSG00000142945,0.0
ENSG00000070759,1.0
ENSG00000085998,1.0
ENSG00000162368,1.0
ENSG00000162374,0.0
ENSG00000117859,1.0
ENSG00000085831,0.0
ENSG00000157077,1.0
ENSG00000203995,0.0
ENSG00000174332,0.0
ENSG00000157216,1.0
ENSG00000021852,0.0
ENSG00000162409,0.0
ENSG00000162600,1.0
ENSG00000132849,1.0
ENSG00000116641,0.0
ENSG00000162437,1.0
ENSG00000152760,0.0
ENSG00000162594,0.0
ENSG00000066557,1.0
ENSG00000116783,0.0
ENSG00000154027,1.0
ENSG00000162618,0.0
ENSG00000162642,1.0
ENSG00000197147,1.0
ENSG00000171492,1.0
ENSG00000122484,1.0
ENSG00000137936,0.0
ENSG00000117528,1.0
ENSG00000188641,1.0
ENSG00000060718,0.0
ENSG00000185946,1.0
ENSG00000134215,0.0
ENSG00000221986,0.0
ENSG00000116266,1.0
ENSG00000116299,1.0
ENSG00000162775,1.0
ENSG00000143079,0.0
ENSG00000175984,0.0
ENSG00000134207,0.0
ENSG00000198765,0.0
ENSG00000163393,0.0
ENSG00000116824,1.0
ENSG00000198162,1.0
ENSG00000134256,1.0
ENSG00000134258,0.0
ENSG00000155761,0.0
ENSG00000178104,1.0
ENSG00000143420,1.0
ENSG00000163131,1.0
ENSG00000136631,1.0
ENSG00000143442,1.0
ENSG00000143365,0.0
ENSG00000143373,1.0
ENSG00000160679,1.0
ENSG00000143590,0.0
ENSG00000160712,1.0
ENSG00000160789,0.0
ENSG00000132718,0.0
ENSG00000116539,1.0
ENSG00000183856,0.0
ENSG00000177807,0.0
ENSG00000122218,1.0
ENSG00000143256,1.0
ENSG00000118217,1.0
ENSG00000162761,0.0
ENSG00000143171,0.0
ENSG00000143158,1.0
ENSG00000143164,1.0
ENSG00000143156,0.0
ENSG00000143153,0.0
ENSG00000116132,0.0
ENSG00000075945,1.0
ENSG00000076258,0.0
ENSG00000094963,0.0
ENSG00000162753,0.0
ENSG00000152061,1.0
ENSG00000116161,1.0
ENSG00000116147,0.0
ENSG00000116183,0.0
ENSG00000116191,1.0
ENSG00000169905,1.0
ENSG00000198860,1.0
ENSG00000116668,1.0
ENSG00000135842,0.0
ENSG00000150681,0.0
ENSG00000134371,1.0
ENSG00000162687,0.0
ENSG00000213047,1.0
ENSG00000116833,0.0
ENSG00000118193,0.0
ENSG00000159176,1.0
ENSG00000134369,0.0
ENSG00000198700,1.0
ENSG00000058668,1.0
ENSG00000143842,0.0
ENSG00000163531,0.0
ENSG00000133059,1.0
ENSG00000180667,1.0
ENSG00000076356,0.0
ENSG00000117595,0.0
ENSG00000143469,0.0
ENSG00000143473,0.0
ENSG00000123684,1.0
ENSG00000143493,1.0
ENSG00000117707,0.0
ENSG00000152104,0.0
ENSG00000117724,0.0
ENSG00000136636,0.0
ENSG00000116141,0.0
ENSG00000143507,1.0
ENSG00000154305,1.0
ENSG00000143786,0.0
ENSG00000143742,1.0
ENSG00000143772,1.0
ENSG00000143776,0.0
ENSG00000163050,1.0
ENSG00000203685,0.0
ENSG00000154358,1.0
ENSG00000116574,0.0
ENSG00000177614,0.0
ENSG00000116903,1.0
ENSG00000162946,1.0
ENSG00000168243,0.0
ENSG00000162885,0.0
ENSG00000116962,0.0
ENSG00000119285,1.0
ENSG00000116977,1.0
ENSG00000198626,0.0
ENSG00000155816,0.0
ENSG00000143702,1.0
ENSG00000117020,1.0
ENSG00000203666,0.0
ENSG00000135747,0.0
ENSG00000196071,0.0
ENSG00000237613,0.0
ENSG00000187961,1.0
ENSG00000187634,0.0
ENSG00000188157,0.0
ENSG00000078808,1.0
ENSG00000186891,0.0
ENSG00000162571,0.0
ENSG00000176022,1.0
ENSG00000162576,1.0
ENSG00000160087,1.0
ENSG00000169972,1.0
ENSG00000224051,1.0
ENSG00000179403,0.0
ENSG00000197785,1.0
ENSG00000205090,0.0
ENSG00000160075,1.0
ENSG00000189409,0.0
ENSG00000215790,1.0
ENSG00000078369,1.0
ENSG00000187730,0.0
ENSG00000169885,0.0
ENSG00000142609,0.0
ENSG00000116151,0.0
ENSG00000157881,1.0
ENSG00000169717,0.0
ENSG00000078900,0.0
ENSG00000116198,1.0
ENSG00000116254,0.0
ENSG00000173673,0.0
ENSG00000187017,1.0
ENSG00000069812,0.0
ENSG00000162413,1.0
ENSG00000204859,1.0
ENSG00000162408,1.0
ENSG00000007923,1.0
ENSG00000049245,1.0
ENSG00000116285,0.0
ENSG00000197241,0.0
ENSG00000179840,1.0
ENSG00000162441,1.0
ENSG00000173614,0.0
ENSG00000251503,0.0
ENSG00000175279,0.0
ENSG00000241563,0.0
ENSG00000116649,1.0
ENSG00000132879,1.0
ENSG00000162490,0.0
ENSG00000116661,0.0
ENSG00000175206,0.0
ENSG00000116691,1.0
ENSG00000162496,1.0
ENSG00000187545,0.0
ENSG00000239810,0.0
ENSG00000204480,0.0
ENSG00000204501,0.0
ENSG00000162493,0.0
ENSG00000116731,1.0
ENSG00000204464,0.0
ENSG00000142634,1.0
ENSG00000142615,0.0
ENSG00000162458,0.0
ENSG00000162461,0.0
ENSG00000185519,0.0
ENSG00000132881,0.0
ENSG00000187144,1.0
ENSG00000117118,1.0
ENSG00000179051,1.0
ENSG00000053371,1.0
ENSG00000173436,1.0
ENSG00000158748,0.0
ENSG00000162543,0.0
ENSG00000187980,0.0
ENSG00000158816,0.0
ENSG00000090432,1.0
ENSG00000183114,0.0
ENSG00000117245,0.0
ENSG00000076864,0.0
ENSG00000219073,0.0
ENSG00000173369,0.0
ENSG00000004487,1.0
ENSG00000125944,1.0
ENSG00000249087,0.0
ENSG00000117318,1.0
ENSG00000011007,1.0
ENSG00000057757,1.0
ENSG00000117308,0.0
ENSG00000117305,1.0
ENSG00000188822,0.0
ENSG00000011009,1.0
ENSG00000001460,0.0
ENSG00000117602,1.0
ENSG00000162430,1.0
ENSG00000158006,1.0
ENSG00000130695,1.0
ENSG00000142675,0.0
ENSG00000197245,0.0
ENSG00000142684,1.0
ENSG00000169442,1.0
ENSG00000117682,1.0
ENSG00000204160,1.0
ENSG00000142751,1.0
ENSG00000198746,1.0
ENSG00000175793,0.0
ENSG00000253368,0.0
ENSG00000175707,0.0
ENSG00000142784,1.0
ENSG00000142765,1.0
ENSG00000142733,0.0
ENSG00000126709,1.0
ENSG00000117751,1.0
ENSG00000130768,0.0
ENSG00000117748,1.0
ENSG00000130772,0.0
ENSG00000130766,1.0
ENSG00000180098,1.0
ENSG00000188060,0.0
ENSG00000198492,1.0
ENSG00000116329,0.0
ENSG00000162511,1.0
ENSG00000121769,0.0
ENSG00000168528,0.0
ENSG00000084623,1.0
ENSG00000183615,0.0
ENSG00000134684,1.0
ENSG00000121900,0.0
ENSG00000116525,1.0
ENSG00000188910,0.0
ENSG00000116544,0.0
ENSG00000243749,1.0
ENSG00000020129,1.0
ENSG00000126067,1.0
ENSG00000092853,0.0
ENSG00000142686,0.0
ENSG00000092847,1.0
ENSG00000163879,0.0
ENSG00000134697,1.0
ENSG00000134690,0.0
ENSG00000197982,1.0
ENSG00000185668,0.0
ENSG00000183431,1.0
ENSG00000116983,1.0
ENSG00000116981,0.0
ENSG00000198754,0.0
ENSG00000043514,1.0
ENSG00000084070,1.0
ENSG00000117010,0.0
ENSG00000171793,1.0
ENSG00000171790,0.0
ENSG00000127129,0.0
ENSG00000197273,0.0
ENSG00000066185,0.0
ENSG00000065978,1.0
ENSG00000164008,1.0
ENSG00000164011,0.0
ENSG00000186973,0.0
ENSG00000117410,1.0
ENSG00000159214,0.0
ENSG00000132768,1.0
ENSG00000171872,0.0
ENSG00000198520,1.0
ENSG00000126106,1.0
ENSG00000188396,1.0
ENSG00000173846,1.0
ENSG00000126088,1.0
ENSG00000132773,1.0
ENSG00000132763,0.0
ENSG00000117448,1.0
ENSG00000132780,1.0
ENSG00000132128,1.0
ENSG00000162456,0.0
ENSG00000197587,0.0
ENSG00000123472,1.0
ENSG00000159658,1.0
ENSG00000142973,0.0
ENSG00000123473,0.0
ENSG00000186790,0.0
ENSG00000117834,0.0
ENSG00000162373,0.0
ENSG00000142700,0.0
ENSG00000123080,0.0
ENSG00000123091,1.0
ENSG00000182183,1.0
ENSG00000121310,1.0
ENSG00000162383,0.0
ENSG00000203985,0.0
ENSG00000184313,1.0
ENSG00000162391,0.0
ENSG00000162396,0.0
ENSG00000162398,0.0
ENSG00000116133,0.0
ENSG00000162399,0.0
ENSG00000169174,0.0
ENSG00000157131,0.0
ENSG00000184292,0.0
ENSG00000187140,0.0
ENSG00000088035,1.0
ENSG00000172410,0.0
ENSG00000116717,1.0
ENSG00000162595,0.0
ENSG00000116761,0.0
ENSG00000132485,1.0
ENSG00000117054,1.0
ENSG00000137955,1.0
ENSG00000077254,1.0
ENSG00000122420,0.0
ENSG00000137965,1.0
ENSG00000137976,0.0
ENSG00000174021,1.0
ENSG00000117151,1.0
ENSG00000055732,0.0
ENSG00000097096,1.0
ENSG00000213516,1.0
ENSG00000117226,1.0
ENSG00000162645,1.0
ENSG00000183347,0.0
ENSG00000189195,0.0
ENSG00000203910,0.0
ENSG00000117500,1.0
ENSG00000117505,1.0
ENSG00000137962,0.0
ENSG00000117519,0.0
ENSG00000152078,0.0
ENSG00000117598,0.0
ENSG00000156869,0.0
ENSG00000117620,1.0
ENSG00000122435,1.0
ENSG00000181656,0.0
ENSG00000240038,1.0
ENSG00000085491,1.0
ENSG00000143107,0.0
ENSG00000162639,1.0
ENSG00000162641,0.0
ENSG00000179902,0.0
ENSG00000031698,1.0
ENSG00000134222,0.0
ENSG00000143126,0.0
ENSG00000156097,0.0
ENSG00000162650,1.0
ENSG00000198758,0.0
ENSG00000184371,0.0
ENSG00000143093,1.0
