gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000069702,1.0
ENSG00000171735,1.0
ENSG00000131591,1.0
ENSG00000158161,0.0
ENSG00000054118,1.0
ENSG00000116560,1.0
ENSG00000162402,1.0
ENSG00000162599,1.0
ENSG00000172456,0.0
ENSG00000184005,0.0
ENSG00000154511,1.0
ENSG00000162631,0.0
ENSG00000116473,1.0
ENSG00000065183,1.0
ENSG00000174827,0.0
ENSG00000160766,1.0
ENSG00000116698,1.0
ENSG00000057252,1.0
ENSG00000177888,0.0
ENSG00000196482,0.0
ENSG00000042781,0.0
ENSG00000069248,1.0
ENSG00000162849,0.0
ENSG00000008130,1.0
ENSG00000157873,1.0
ENSG00000069424,1.0
ENSG00000171680,0.0
ENSG00000049246,0.0
ENSG00000171603,1.0
ENSG00000175262,0.0
ENSG00000142655,1.0
ENSG00000177674,1.0
ENSG00000116688,1.0
ENSG00000204518,0.0
ENSG00000189337,0.0
ENSG00000116138,1.0
ENSG00000117148,0.0
ENSG00000009709,0.0
ENSG00000075151,1.0
ENSG00000127483,1.0
ENSG00000187942,0.0
ENSG00000007968,0.0
ENSG00000169641,0.0
ENSG00000204219,0.0
ENSG00000001461,0.0
ENSG00000188672,0.0
ENSG00000204178,1.0
ENSG00000142669,1.0
ENSG00000158195,1.0
ENSG00000186501,1.0
ENSG00000126705,1.0
ENSG00000180198,1.0
ENSG00000060656,0.0
ENSG00000116350,1.0
ENSG00000162520,0.0
ENSG00000116497,1.0
ENSG00000025800,1.0
ENSG00000134686,1.0
ENSG00000146463,1.0
ENSG00000134698,1.0
ENSG00000163873,0.0
ENSG00000163877,1.0
ENSG00000183682,0.0
ENSG00000116985,0.0
ENSG00000010803,1.0
ENSG00000117013,0.0
ENSG00000127124,1.0
ENSG00000198815,1.0
ENSG00000243710,0.0
ENSG00000066056,0.0
ENSG00000117419,1.0
ENSG00000117408,1.0
ENSG00000070759,0.0
ENSG00000085998,1.0
ENSG00000117859,1.0
ENSG00000085831,0.0
ENSG00000162378,1.0
ENSG00000157077,0.0
