gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000069702,1.0
ENSG00000171735,0.0
ENSG00000090686,1.0
ENSG00000158828,1.0
ENSG00000116560,1.0
ENSG00000142949,1.0
ENSG00000116171,1.0
ENSG00000162599,1.0
ENSG00000172456,0.0
ENSG00000184005,0.0
ENSG00000153904,1.0
ENSG00000023909,1.0
ENSG00000155366,1.0
ENSG00000134250,1.0
ENSG00000174827,0.0
ENSG00000143549,1.0
ENSG00000198952,1.0
ENSG00000197959,0.0
ENSG00000075391,1.0
ENSG00000054392,1.0
ENSG00000154370,1.0
ENSG00000177174,0.0
ENSG00000185420,1.0
ENSG00000184163,0.0
ENSG00000157933,0.0
ENSG00000162592,0.0
ENSG00000049239,1.0
ENSG00000142599,0.0
ENSG00000130940,0.0
ENSG00000171824,1.0
ENSG00000198793,1.0
ENSG00000142655,1.0
ENSG00000177674,1.0
ENSG00000204518,0.0
ENSG00000117122,0.0
ENSG00000117115,0.0
ENSG00000127481,1.0
ENSG00000077549,1.0
ENSG00000162551,0.0
ENSG00000184677,1.0
ENSG00000142798,0.0
ENSG00000070831,1.0
ENSG00000169641,1.0
ENSG00000204219,0.0
ENSG00000185436,0.0
ENSG00000001461,1.0
ENSG00000184454,0.0
ENSG00000188672,0.0
ENSG00000204178,1.0
ENSG00000131914,0.0
ENSG00000186501,1.0
ENSG00000120656,1.0
ENSG00000180198,1.0
ENSG00000060656,1.0
ENSG00000162510,0.0
ENSG00000162520,1.0
ENSG00000116497,1.0
ENSG00000116478,1.0
ENSG00000116514,1.0
ENSG00000134698,0.0
ENSG00000196182,1.0
ENSG00000163877,1.0
ENSG00000196449,1.0
ENSG00000116954,1.0
ENSG00000183682,0.0
ENSG00000117000,1.0
ENSG00000177181,1.0
ENSG00000066056,0.0
ENSG00000198198,0.0
ENSG00000126091,0.0
ENSG00000070785,1.0
ENSG00000162415,0.0
ENSG00000117461,0.0
ENSG00000086015,1.0
ENSG00000186160,0.0
ENSG00000162378,1.0
ENSG00000154222,1.0
ENSG00000203995,1.0
