gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000069702,1.0
ENSG00000171735,1.0
ENSG00000131591,1.0
ENSG00000127603,1.0
ENSG00000054118,1.0
ENSG00000121904,0.0
ENSG00000162402,1.0
ENSG00000158966,0.0
ENSG00000162607,1.0
ENSG00000172260,0.0
ENSG00000153904,0.0
ENSG00000177301,0.0
ENSG00000155366,1.0
ENSG00000065135,1.0
ENSG00000162825,1.0
ENSG00000143226,1.0
ENSG00000057252,1.0
ENSG00000073756,0.0
ENSG00000151414,1.0
ENSG00000054392,0.0
ENSG00000196482,0.0
ENSG00000154370,1.0
ENSG00000177174,0.0
ENSG00000157933,1.0
ENSG00000162591,1.0
ENSG00000097021,1.0
ENSG00000049246,0.0
ENSG00000180758,0.0
ENSG00000171603,1.0
ENSG00000175262,0.0
ENSG00000142655,1.0
ENSG00000177674,1.0
ENSG00000116688,1.0
ENSG00000048707,1.0
ENSG00000142621,0.0
ENSG00000117122,0.0
ENSG00000127481,1.0
ENSG00000077549,1.0
ENSG00000127483,1.0
ENSG00000117298,1.0
ENSG00000184677,1.0
ENSG00000142798,1.0
ENSG00000070831,1.0
ENSG00000204219,1.0
ENSG00000185436,0.0
ENSG00000001461,0.0
ENSG00000204178,1.0
ENSG00000117643,0.0
ENSG00000131914,0.0
ENSG00000158195,1.0
ENSG00000186501,1.0
ENSG00000204138,1.0
ENSG00000180198,1.0
ENSG00000060656,0.0
ENSG00000162510,0.0
ENSG00000184007,1.0
ENSG00000116497,1.0
ENSG00000121903,0.0
ENSG00000146463,1.0
ENSG00000142687,1.0
ENSG00000116819,0.0
ENSG00000134698,1.0
ENSG00000163877,1.0
ENSG00000196449,1.0
ENSG00000116985,0.0
ENSG00000117000,1.0
ENSG00000127124,0.0
ENSG00000198198,1.0
ENSG00000070785,1.0
ENSG00000162415,0.0
ENSG00000086015,0.0
ENSG00000186160,0.0
ENSG00000132122,0.0
ENSG00000085832,1.0
ENSG00000078618,1.0
ENSG00000085831,0.0
ENSG00000134744,0.0
ENSG00000162378,1.0
