gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000137992,1.0
ENSG00000116237,1.0
ENSG00000090686,1.0
ENSG00000127603,1.0
ENSG00000054118,1.0
ENSG00000121904,0.0
ENSG00000185104,1.0
ENSG00000116171,1.0
ENSG00000172260,0.0
ENSG00000184005,1.0
ENSG00000142892,1.0
ENSG00000023909,0.0
ENSG00000155366,1.0
ENSG00000134250,1.0
ENSG00000162825,0.0
ENSG00000143549,1.0
ENSG00000198952,1.0
ENSG00000120337,0.0
ENSG00000177888,1.0
ENSG00000042781,0.0
ENSG00000182901,0.0
ENSG00000143669,0.0
ENSG00000116984,1.0
ENSG00000008130,1.0
ENSG00000157933,1.0
ENSG00000215912,0.0
ENSG00000180758,0.0
ENSG00000142599,1.0
ENSG00000130940,1.0
ENSG00000171824,1.0
ENSG00000198793,1.0
ENSG00000175262,0.0
ENSG00000142655,1.0
ENSG00000204518,0.0
ENSG00000117122,1.0
ENSG00000117115,0.0
ENSG00000142623,0.0
ENSG00000074964,1.0
ENSG00000075151,1.0
ENSG00000162551,1.0
ENSG00000127483,1.0
ENSG00000117298,1.0
ENSG00000184677,1.0
ENSG00000007968,1.0
ENSG00000169641,1.0
ENSG00000001461,0.0
ENSG00000184454,0.0
ENSG00000131914,1.0
ENSG00000142669,1.0
ENSG00000126705,1.0
ENSG00000120656,1.0
ENSG00000180198,1.0
ENSG00000116350,1.0
ENSG00000162510,0.0
ENSG00000162520,0.0
ENSG00000160062,1.0
ENSG00000116514,1.0
ENSG00000121903,0.0
ENSG00000134686,1.0
ENSG00000142687,1.0
ENSG00000126070,0.0
ENSG00000134698,1.0
ENSG00000163877,1.0
ENSG00000183682,0.0
ENSG00000117000,1.0
ENSG00000117013,0.0
ENSG00000243710,0.0
ENSG00000198198,0.0
ENSG00000117419,1.0
ENSG00000085998,1.0
ENSG00000086015,1.0
ENSG00000162368,1.0
ENSG00000162374,1.0
ENSG00000134744,1.0
ENSG00000203995,0.0
ENSG00000174332,0.0
ENSG00000081870,1.0
ENSG00000157216,1.0
