gene_id,GE
ENSG00000169504,0.0
ENSG00000069702,1.0
ENSG00000137992,1.0
ENSG00000142611,0.0
ENSG00000131591,1.0
ENSG00000158828,1.0
ENSG00000116560,1.0
ENSG00000187147,1.0
ENSG00000169213,0.0
ENSG00000162607,1.0
ENSG00000116678,0.0
ENSG00000142892,1.0
ENSG00000153904,0.0
ENSG00000177301,0.0
ENSG00000155366,1.0
ENSG00000116793,1.0
ENSG00000134250,1.0
ENSG00000160766,1.0
ENSG00000057252,1.0
ENSG00000073756,0.0
ENSG00000177888,1.0
ENSG00000123685,0.0
ENSG00000042781,0.0
ENSG00000069248,1.0
ENSG00000162714,1.0
ENSG00000184163,0.0
ENSG00000157933,1.0
ENSG00000169598,1.0
ENSG00000049246,1.0
ENSG00000054523,1.0
ENSG00000130939,1.0
ENSG00000130940,1.0
ENSG00000171824,1.0
ENSG00000120949,0.0
ENSG00000204518,0.0
ENSG00000116138,1.0
ENSG00000037637,1.0
ENSG00000117122,0.0
ENSG00000117154,0.0
ENSG00000074964,0.0
ENSG00000162542,1.0
ENSG00000075151,1.0
ENSG00000127483,1.0
ENSG00000117298,1.0
ENSG00000184677,1.0
ENSG00000169641,1.0
ENSG00000204219,1.0
ENSG00000001461,1.0
ENSG00000188672,0.0
ENSG00000204178,1.0
ENSG00000131914,0.0
ENSG00000158195,1.0
ENSG00000186501,1.0
ENSG00000120656,1.0
ENSG00000180198,1.0
ENSG00000025800,1.0
ENSG00000116478,1.0
ENSG00000160062,0.0
ENSG00000116514,1.0
ENSG00000121903,0.0
ENSG00000146463,1.0
ENSG00000142687,1.0
ENSG00000134698,1.0
ENSG00000163873,0.0
ENSG00000204084,1.0
ENSG00000183682,0.0
ENSG00000117000,1.0
ENSG00000177181,0.0
ENSG00000066056,0.0
ENSG00000126091,1.0
ENSG00000070785,1.0
ENSG00000070759,1.0
ENSG00000085998,1.0
ENSG00000117461,0.0
ENSG00000132122,0.0
ENSG00000117859,1.0
ENSG00000154222,1.0
ENSG00000081870,1.0
ENSG00000157216,1.0
ENSG00000162390,0.0
