gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000069702,1.0
ENSG00000067606,1.0
ENSG00000116237,1.0
ENSG00000117632,1.0
ENSG00000127603,1.0
ENSG00000159592,1.0
ENSG00000173406,0.0
ENSG00000162402,1.0
ENSG00000172260,1.0
ENSG00000033122,0.0
ENSG00000142892,1.0
ENSG00000154511,0.0
ENSG00000116473,1.0
ENSG00000134250,1.0
ENSG00000162825,0.0
ENSG00000143549,1.0
ENSG00000198952,1.0
ENSG00000120337,0.0
ENSG00000077157,1.0
ENSG00000123685,0.0
ENSG00000185842,0.0
ENSG00000182901,0.0
ENSG00000162714,0.0
ENSG00000008130,1.0
ENSG00000157873,1.0
ENSG00000097021,1.0
ENSG00000049249,0.0
ENSG00000049246,0.0
ENSG00000178585,1.0
ENSG00000198793,1.0
ENSG00000142655,1.0
ENSG00000120949,0.0
ENSG00000177674,1.0
ENSG00000116688,1.0
ENSG00000142621,0.0
ENSG00000116138,0.0
ENSG00000077549,1.0
ENSG00000169991,0.0
ENSG00000162542,1.0
ENSG00000162551,0.0
ENSG00000142798,1.0
ENSG00000070831,1.0
ENSG00000169641,1.0
ENSG00000204219,1.0
ENSG00000185436,0.0
ENSG00000001461,1.0
ENSG00000184454,0.0
ENSG00000188672,0.0
ENSG00000117643,0.0
ENSG00000158195,1.0
ENSG00000186501,1.0
ENSG00000120656,1.0
ENSG00000204138,1.0
ENSG00000060656,0.0
ENSG00000184007,1.0
ENSG00000162520,0.0
ENSG00000025800,1.0
ENSG00000116514,1.0
ENSG00000121903,0.0
ENSG00000146463,1.0
ENSG00000116819,0.0
ENSG00000204084,1.0
ENSG00000116954,1.0
ENSG00000117000,0.0
ENSG00000010803,1.0
ENSG00000117013,0.0
ENSG00000127124,0.0
ENSG00000177181,0.0
ENSG00000066056,1.0
ENSG00000198198,1.0
ENSG00000126091,0.0
ENSG00000142945,1.0
ENSG00000162415,0.0
ENSG00000117461,1.0
ENSG00000162374,0.0
ENSG00000085832,1.0
ENSG00000174332,0.0
ENSG00000081870,0.0
