gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000162426,1.0
ENSG00000116237,1.0
ENSG00000131591,0.0
ENSG00000158828,1.0
ENSG00000116560,1.0
ENSG00000142949,1.0
ENSG00000116171,1.0
ENSG00000162599,1.0
ENSG00000142856,0.0
ENSG00000184005,0.0
ENSG00000023909,1.0
ENSG00000162631,0.0
ENSG00000116473,1.0
ENSG00000065135,1.0
ENSG00000143549,1.0
ENSG00000160766,1.0
ENSG00000143226,0.0
ENSG00000185630,1.0
ENSG00000177888,1.0
ENSG00000185842,0.0
ENSG00000154370,1.0
ENSG00000177174,0.0
ENSG00000185420,0.0
ENSG00000162714,1.0
ENSG00000175756,1.0
ENSG00000162591,0.0
ENSG00000049239,1.0
ENSG00000130939,1.0
ENSG00000130940,1.0
ENSG00000171824,1.0
ENSG00000198793,1.0
ENSG00000120949,0.0
ENSG00000204518,0.0
ENSG00000116138,1.0
ENSG00000037637,1.0
ENSG00000117122,0.0
ENSG00000117154,0.0
ENSG00000117148,0.0
ENSG00000169991,1.0
ENSG00000162542,1.0
ENSG00000075151,1.0
ENSG00000162551,1.0
ENSG00000127483,1.0
ENSG00000142798,1.0
ENSG00000070831,1.0
ENSG00000204219,1.0
ENSG00000001461,1.0
ENSG00000131914,0.0
ENSG00000142669,1.0
ENSG00000158195,1.0
ENSG00000126705,1.0
ENSG00000204138,1.0
ENSG00000180198,0.0
ENSG00000116497,0.0
ENSG00000116478,1.0
ENSG00000160062,0.0
ENSG00000116514,1.0
ENSG00000121903,0.0
ENSG00000134686,1.0
ENSG00000142687,1.0
ENSG00000126070,1.0
ENSG00000116819,0.0
ENSG00000163873,0.0
ENSG00000196449,1.0
ENSG00000183682,0.0
ENSG00000127124,0.0
ENSG00000198815,1.0
ENSG00000243710,0.0
ENSG00000117408,1.0
ENSG00000086015,1.0
ENSG00000186160,0.0
ENSG00000132122,0.0
ENSG00000162374,1.0
ENSG00000085832,1.0
ENSG00000078618,1.0
ENSG00000157077,1.0
ENSG00000203995,0.0
ENSG00000157193,0.0
