gene_id,GE
ENSG00000157191,1.0
ENSG00000169504,1.0
ENSG00000142920,0.0
ENSG00000171735,0.0
ENSG00000116237,1.0
ENSG00000133216,1.0
ENSG00000054118,1.0
ENSG00000116560,1.0
ENSG00000162402,1.0
ENSG00000162599,1.0
ENSG00000172456,0.0
ENSG00000172260,1.0
ENSG00000142892,1.0
ENSG00000153904,0.0
ENSG00000177301,0.0
ENSG00000155366,1.0
ENSG00000162825,1.0
ENSG00000198952,1.0
ENSG00000160766,0.0
ENSG00000185630,1.0
ENSG00000054392,0.0
ENSG00000123685,0.0
ENSG00000042781,0.0
ENSG00000136628,1.0
ENSG00000185420,0.0
ENSG00000008130,1.0
ENSG00000157873,1.0
ENSG00000162591,1.0
ENSG00000049249,0.0
ENSG00000180758,0.0
ENSG00000142599,1.0
ENSG00000171824,1.0
ENSG00000198793,1.0
ENSG00000142655,1.0
ENSG00000120949,0.0
ENSG00000177674,1.0
ENSG00000142621,0.0
ENSG00000116138,0.0
ENSG00000074964,1.0
ENSG00000127481,1.0
ENSG00000162551,0.0
ENSG00000117298,1.0
ENSG00000184677,1.0
ENSG00000142798,1.0
ENSG00000070831,1.0
ENSG00000187942,0.0
ENSG00000169641,1.0
ENSG00000001461,0.0
ENSG00000184454,0.0
ENSG00000188672,0.0
ENSG00000117643,1.0
ENSG00000131914,0.0
ENSG00000142669,1.0
ENSG00000186501,1.0
ENSG00000126705,1.0
ENSG00000180198,1.0
ENSG00000060656,1.0
ENSG00000184007,1.0
ENSG00000162520,0.0
ENSG00000025800,1.0
ENSG00000146463,1.0
ENSG00000142687,1.0
ENSG00000126070,0.0
ENSG00000134698,1.0
ENSG00000163877,1.0
ENSG00000196449,1.0
ENSG00000183682,0.0
ENSG00000117000,1.0
ENSG00000117013,0.0
ENSG00000198198,1.0
ENSG00000117408,1.0
ENSG00000117461,1.0
ENSG00000162368,1.0
ENSG00000186160,0.0
ENSG00000132122,1.0
ENSG00000162374,0.0
ENSG00000117859,1.0
ENSG00000085831,0.0
ENSG00000157077,1.0
ENSG00000203995,0.0
ENSG00000174332,0.0
ENSG00000162390,0.0
ENSG00000162407,1.0
ENSG00000187889,0.0
ENSG00000116641,1.0
ENSG00000185483,0.0
ENSG00000162433,0.0
ENSG00000162434,1.0
ENSG00000116729,1.0
ENSG00000024526,0.0
ENSG00000137968,0.0
ENSG00000162614,1.0
ENSG00000162642,1.0
ENSG00000065243,1.0
ENSG00000197147,0.0
ENSG00000117228,1.0
ENSG00000143033,1.0
ENSG00000137942,1.0
ENSG00000188641,1.0
ENSG00000156875,1.0
ENSG00000118733,0.0
ENSG00000185946,1.0
ENSG00000174876,0.0
ENSG00000187733,0.0
ENSG00000162775,0.0
ENSG00000134184,1.0
ENSG00000121933,0.0
ENSG00000156171,1.0
ENSG00000007341,0.0
ENSG00000143079,1.0
ENSG00000081026,0.0
ENSG00000134198,0.0
ENSG00000143061,0.0
ENSG00000163393,0.0
ENSG00000116874,1.0
ENSG00000116882,0.0
ENSG00000178104,0.0
ENSG00000188092,0.0
ENSG00000116128,1.0
ENSG00000143420,1.0
ENSG00000163125,1.0
ENSG00000143367,1.0
ENSG00000143365,0.0
ENSG00000143373,1.0
ENSG00000143614,1.0
ENSG00000160679,1.0
ENSG00000143552,0.0
ENSG00000163346,1.0
ENSG00000125459,1.0
ENSG00000132718,1.0
ENSG00000073754,0.0
ENSG00000163565,1.0
ENSG00000198929,0.0
ENSG00000118217,1.0
ENSG00000143228,0.0
ENSG00000143248,1.0
ENSG00000143190,0.0
ENSG00000198771,0.0
ENSG00000143194,0.0
ENSG00000143158,1.0
ENSG00000143196,1.0
ENSG00000117475,1.0
ENSG00000075945,1.0
ENSG00000203740,0.0
ENSG00000076258,0.0
ENSG00000094963,0.0
ENSG00000117593,0.0
ENSG00000116161,1.0
ENSG00000116147,0.0
ENSG00000116191,1.0
ENSG00000116199,1.0
ENSG00000121454,0.0
ENSG00000135829,1.0
ENSG00000116406,1.0
ENSG00000157181,1.0
ENSG00000143341,0.0
ENSG00000116711,0.0
ENSG00000023572,0.0
ENSG00000134365,0.0
ENSG00000116833,0.0
ENSG00000143862,1.0
ENSG00000159176,1.0
ENSG00000133067,0.0
ENSG00000143858,0.0
ENSG00000058673,1.0
ENSG00000143842,1.0
ENSG00000143850,0.0
ENSG00000186007,0.0
ENSG00000133059,1.0
ENSG00000170382,0.0
ENSG00000162894,0.0
ENSG00000180667,0.0
ENSG00000197721,0.0
ENSG00000203710,0.0
ENSG00000117595,0.0
ENSG00000123684,1.0
ENSG00000143493,0.0
ENSG00000136636,1.0
ENSG00000162814,0.0
ENSG00000067533,0.0
ENSG00000116141,0.0
ENSG00000154309,0.0
ENSG00000154305,1.0
ENSG00000143502,1.0
ENSG00000203697,0.0
ENSG00000143772,1.0
ENSG00000143776,1.0
ENSG00000154358,0.0
ENSG00000181450,0.0
ENSG00000154342,0.0
ENSG00000116574,1.0
ENSG00000177614,0.0
ENSG00000135775,0.0
ENSG00000116903,1.0
