gene_id,GE
ENSG00000169504,1.0
ENSG00000142920,1.0
ENSG00000162426,0.0
ENSG00000067606,1.0
ENSG00000131591,1.0
ENSG00000117632,1.0
ENSG00000127603,1.0
ENSG00000159592,1.0
ENSG00000173406,0.0
ENSG00000162402,1.0
ENSG00000172456,0.0
ENSG00000184005,0.0
ENSG00000016602,1.0
ENSG00000023909,1.0
ENSG00000155366,1.0
ENSG00000116793,0.0
ENSG00000162825,1.0
ENSG00000198952,1.0
ENSG00000160766,1.0
ENSG00000120337,0.0
ENSG00000151414,1.0
ENSG00000042781,0.0
ENSG00000182901,0.0
ENSG00000143669,0.0
ENSG00000116984,1.0
ENSG00000184163,1.0
ENSG00000157873,1.0
ENSG00000215912,0.0
ENSG00000049239,1.0
ENSG00000130939,1.0
ENSG00000130940,1.0
ENSG00000171824,1.0
ENSG00000198793,1.0
ENSG00000175262,0.0
ENSG00000120949,0.0
ENSG00000142621,0.0
ENSG00000117122,0.0
ENSG00000117115,1.0
ENSG00000142623,0.0
ENSG00000074964,1.0
ENSG00000075151,1.0
ENSG00000127483,1.0
ENSG00000117298,1.0
ENSG00000184677,1.0
ENSG00000142798,1.0
ENSG00000169641,1.0
ENSG00000204219,1.0
ENSG00000001461,1.0
ENSG00000188672,0.0
ENSG00000204178,1.0
ENSG00000117643,0.0
ENSG00000186501,1.0
ENSG00000126705,1.0
ENSG00000204138,1.0
ENSG00000116350,1.0
ENSG00000162510,0.0
ENSG00000116497,0.0
ENSG00000160062,0.0
ENSG00000116514,1.0
ENSG00000121903,0.0
ENSG00000134686,1.0
ENSG00000146463,1.0
ENSG00000116819,0.0
ENSG00000134698,1.0
ENSG00000196182,1.0
ENSG00000204084,1.0
ENSG00000183682,0.0
ENSG00000127124,0.0
ENSG00000198815,1.0
ENSG00000066056,0.0
ENSG00000117419,1.0
ENSG00000086015,1.0
ENSG00000186160,0.0
ENSG00000132122,0.0
ENSG00000162374,0.0
ENSG00000085832,1.0
ENSG00000117859,1.0
ENSG00000085831,1.0
ENSG00000134744,0.0
ENSG00000203995,0.0
ENSG00000157193,0.0
ENSG00000157216,1.0
ENSG00000021852,0.0
ENSG00000132849,1.0
ENSG00000079739,1.0
ENSG00000185483,0.0
ENSG00000162434,1.0
ENSG00000116675,0.0
ENSG00000116704,1.0
ENSG00000118454,1.0
ENSG00000259030,0.0
ENSG00000162614,0.0
ENSG00000153898,1.0
ENSG00000197147,0.0
ENSG00000162654,1.0
ENSG00000171492,1.0
ENSG00000137942,1.0
ENSG00000117528,1.0
ENSG00000188641,1.0
ENSG00000156875,1.0
ENSG00000118733,0.0
ENSG00000185946,0.0
ENSG00000174876,0.0
ENSG00000121957,1.0
ENSG00000162775,1.0
ENSG00000116396,0.0
ENSG00000156171,1.0
ENSG00000007341,0.0
ENSG00000171385,0.0
ENSG00000143079,1.0
ENSG00000134207,0.0
ENSG00000163393,0.0
ENSG00000116824,1.0
ENSG00000198162,1.0
ENSG00000134256,0.0
ENSG00000134258,0.0
ENSG00000116874,1.0
ENSG00000188092,0.0
ENSG00000116128,1.0
ENSG00000163125,1.0
ENSG00000143367,1.0
ENSG00000143442,1.0
ENSG00000143376,1.0
ENSG00000143614,1.0
ENSG00000143552,0.0
ENSG00000143590,1.0
ENSG00000160712,1.0
ENSG00000125459,1.0
ENSG00000143294,1.0
ENSG00000160838,0.0
ENSG00000163518,0.0
ENSG00000073754,0.0
ENSG00000163565,1.0
ENSG00000085552,1.0
ENSG00000198929,0.0
ENSG00000118217,1.0
ENSG00000162733,1.0
ENSG00000198771,1.0
ENSG00000143196,1.0
ENSG00000143156,0.0
ENSG00000117475,1.0
ENSG00000143153,1.0
ENSG00000116132,0.0
ENSG00000162753,0.0
ENSG00000152061,1.0
ENSG00000116147,0.0
ENSG00000152092,0.0
ENSG00000143322,0.0
ENSG00000162782,0.0
ENSG00000162779,0.0
ENSG00000169905,0.0
ENSG00000153029,0.0
ENSG00000143324,1.0
ENSG00000135829,1.0
ENSG00000135842,1.0
ENSG00000116406,1.0
ENSG00000150681,0.0
ENSG00000213047,0.0
ENSG00000081237,1.0
ENSG00000116833,1.0
ENSG00000118193,0.0
ENSG00000081248,0.0
ENSG00000159176,1.0
ENSG00000133067,0.0
ENSG00000163435,1.0
ENSG00000058673,1.0
ENSG00000143850,1.0
ENSG00000186007,0.0
ENSG00000162894,1.0
ENSG00000180667,0.0
ENSG00000143469,0.0
ENSG00000066027,1.0
ENSG00000117707,0.0
ENSG00000152104,0.0
ENSG00000117724,1.0
ENSG00000082482,0.0
ENSG00000162814,0.0
ENSG00000092978,0.0
ENSG00000067533,0.0
ENSG00000116141,0.0
ENSG00000186205,1.0
ENSG00000143507,0.0
ENSG00000203697,1.0
ENSG00000143514,1.0
ENSG00000143786,0.0
ENSG00000143742,1.0
ENSG00000203685,1.0
ENSG00000143740,1.0
ENSG00000135763,0.0
ENSG00000135775,0.0
ENSG00000119283,0.0
ENSG00000183780,0.0
ENSG00000173726,1.0
ENSG00000054267,1.0
ENSG00000168243,0.0
ENSG00000077585,1.0
ENSG00000119285,1.0
ENSG00000198626,0.0
ENSG00000133019,0.0
ENSG00000155816,0.0
ENSG00000117009,0.0
ENSG00000143702,0.0
ENSG00000196418,0.0
ENSG00000153207,0.0
ENSG00000169224,0.0
ENSG00000186092,0.0
ENSG00000187961,0.0
ENSG00000187642,0.0
ENSG00000188290,1.0
ENSG00000078808,1.0
ENSG00000186891,0.0
ENSG00000162571,0.0
ENSG00000176022,1.0
ENSG00000162576,1.0
ENSG00000107404,1.0
ENSG00000224051,1.0
ENSG00000160072,1.0
ENSG00000235098,0.0
ENSG00000197785,1.0
ENSG00000205090,0.0
ENSG00000160075,1.0
ENSG00000189409,0.0
ENSG00000215790,1.0
ENSG00000078369,1.0
ENSG00000187730,0.0
ENSG00000169885,0.0
ENSG00000142609,0.0
ENSG00000162585,0.0
ENSG00000197921,0.0
ENSG00000169717,0.0
ENSG00000130762,1.0
ENSG00000078900,0.0
ENSG00000198912,1.0
ENSG00000215788,1.0
ENSG00000187017,1.0
ENSG00000069812,1.0
ENSG00000173662,0.0
ENSG00000204859,1.0
ENSG00000162408,1.0
ENSG00000041988,1.0
ENSG00000049247,0.0
ENSG00000142583,0.0
ENSG00000171621,1.0
ENSG00000188807,0.0
ENSG00000171608,1.0
ENSG00000142657,1.0
ENSG00000175279,0.0
ENSG00000241563,0.0
ENSG00000009724,0.0
ENSG00000171819,0.0
ENSG00000120942,1.0
ENSG00000116661,0.0
ENSG00000175206,0.0
ENSG00000177000,1.0
ENSG00000083444,1.0
ENSG00000116691,1.0
ENSG00000028137,1.0
ENSG00000188984,0.0
ENSG00000120952,0.0
ENSG00000243073,0.0
ENSG00000204478,0.0
ENSG00000204479,0.0
ENSG00000162438,0.0
ENSG00000116771,1.0
ENSG00000162458,1.0
ENSG00000162461,1.0
ENSG00000183888,0.0
ENSG00000186510,0.0
ENSG00000142627,1.0
ENSG00000142632,0.0
ENSG00000187144,0.0
ENSG00000117118,1.0
ENSG00000179051,1.0
ENSG00000127463,1.0
ENSG00000053371,1.0
ENSG00000162482,1.0
ENSG00000158747,1.0
ENSG00000173436,1.0
ENSG00000158748,0.0
ENSG00000178828,1.0
ENSG00000169914,0.0
ENSG00000117215,1.0
ENSG00000158825,1.0
ENSG00000117245,0.0
ENSG00000249087,0.0
ENSG00000117318,1.0
ENSG00000011007,1.0
ENSG00000117308,1.0
ENSG00000117305,1.0
ENSG00000188822,0.0
ENSG00000011009,1.0
ENSG00000188529,1.0
ENSG00000142661,0.0
ENSG00000001460,0.0
ENSG00000117602,1.0
ENSG00000133226,1.0
ENSG00000020633,1.0
ENSG00000117616,1.0
ENSG00000157978,1.0
ENSG00000162430,1.0
ENSG00000182749,0.0
ENSG00000158006,1.0
ENSG00000158022,0.0
ENSG00000158008,0.0
ENSG00000176083,0.0
ENSG00000169442,1.0
ENSG00000198830,1.0
ENSG00000117713,1.0
ENSG00000060642,1.0
ENSG00000175793,1.0
ENSG00000253368,0.0
ENSG00000181773,0.0
ENSG00000142748,0.0
ENSG00000000938,1.0
ENSG00000130772,1.0
ENSG00000180098,1.0
ENSG00000253304,0.0
ENSG00000162511,1.0
ENSG00000121766,1.0
ENSG00000060688,1.0
ENSG00000121769,1.0
ENSG00000160050,0.0
ENSG00000160055,1.0
ENSG00000160051,0.0
ENSG00000160058,1.0
ENSG00000176261,1.0
ENSG00000004455,1.0
ENSG00000160094,1.0
ENSG00000142698,0.0
ENSG00000189280,0.0
ENSG00000116544,0.0
ENSG00000163867,1.0
ENSG00000092853,0.0
ENSG00000092850,0.0
ENSG00000054116,1.0
ENSG00000214193,0.0
ENSG00000119535,0.0
ENSG00000116885,0.0
ENSG00000181817,1.0
ENSG00000163875,1.0
ENSG00000185090,0.0
ENSG00000185668,0.0
ENSG00000183431,1.0
ENSG00000158315,1.0
ENSG00000131233,1.0
ENSG00000168653,1.0
ENSG00000090621,1.0
ENSG00000084072,1.0
ENSG00000116990,0.0
ENSG00000043514,1.0
ENSG00000131236,1.0
ENSG00000084070,1.0
ENSG00000164002,0.0
ENSG00000066136,1.0
ENSG00000127129,0.0
ENSG00000127125,1.0
ENSG00000186409,0.0
ENSG00000117385,0.0
ENSG00000164008,0.0
ENSG00000117394,1.0
ENSG00000117395,1.0
ENSG00000179178,1.0
ENSG00000117411,1.0
ENSG00000159214,1.0
ENSG00000171872,0.0
ENSG00000117425,0.0
ENSG00000126107,1.0
ENSG00000132763,1.0
ENSG00000159588,0.0
ENSG00000197429,1.0
ENSG00000085999,1.0
ENSG00000117480,1.0
ENSG00000142961,1.0
ENSG00000123472,1.0
ENSG00000187048,0.0
ENSG00000186377,0.0
ENSG00000186790,0.0
ENSG00000162373,0.0
ENSG00000142700,0.0
ENSG00000123080,1.0
ENSG00000117862,1.0
ENSG00000134717,1.0
ENSG00000085840,1.0
ENSG00000116157,0.0
ENSG00000182183,0.0
ENSG00000211452,0.0
ENSG00000058799,1.0
ENSG00000116209,1.0
ENSG00000203985,0.0
ENSG00000006555,1.0
ENSG00000162399,0.0
ENSG00000184292,0.0
ENSG00000134716,1.0
ENSG00000162604,1.0
ENSG00000187140,0.0
ENSG00000172410,0.0
ENSG00000203963,0.0
ENSG00000081985,0.0
ENSG00000116717,1.0
ENSG00000132485,1.0
ENSG00000116791,0.0
ENSG00000154007,0.0
ENSG00000162616,0.0
ENSG00000122420,0.0
ENSG00000137965,1.0
ENSG00000137959,0.0
ENSG00000137976,0.0
ENSG00000117151,1.0
ENSG00000055732,0.0
ENSG00000142871,1.0
ENSG00000183291,1.0
ENSG00000137944,1.0
ENSG00000213512,0.0
ENSG00000143032,0.0
ENSG00000122482,1.0
ENSG00000097046,0.0
ENSG00000137948,0.0
ENSG00000189195,0.0
ENSG00000203910,0.0
ENSG00000162676,0.0
ENSG00000117500,1.0
ENSG00000137962,0.0
ENSG00000117525,1.0
ENSG00000172339,1.0
ENSG00000152078,1.0
ENSG00000117598,0.0
ENSG00000137996,1.0
ENSG00000181656,0.0
ENSG00000162695,1.0
ENSG00000240038,0.0
ENSG00000198890,1.0
ENSG00000085491,1.0
ENSG00000143107,0.0
ENSG00000179902,0.0
ENSG00000197780,1.0
ENSG00000134243,1.0
ENSG00000143028,0.0
ENSG00000162650,0.0
ENSG00000134202,0.0
ENSG00000184371,1.0
ENSG00000168710,1.0
ENSG00000143093,1.0
ENSG00000197106,0.0
ENSG00000177272,0.0
ENSG00000064886,0.0
ENSG00000134216,0.0
ENSG00000143110,1.0
ENSG00000085465,0.0
ENSG00000116459,1.0
ENSG00000116455,1.0
ENSG00000064703,0.0
ENSG00000134245,0.0
ENSG00000155363,1.0
ENSG00000184599,0.0
ENSG00000081019,1.0
ENSG00000163349,1.0
ENSG00000116774,1.0
ENSG00000118655,0.0
ENSG00000213281,1.0
ENSG00000177551,0.0
ENSG00000173212,0.0
ENSG00000134253,0.0
ENSG00000116830,1.0
ENSG00000196505,0.0
ENSG00000092607,0.0
ENSG00000203859,0.0
ENSG00000236334,0.0
ENSG00000168509,0.0
ENSG00000143127,0.0
ENSG00000198483,0.0
ENSG00000131788,1.0
ENSG00000211451,0.0
ENSG00000162836,1.0
ENSG00000121634,0.0
ENSG00000183598,0.0
ENSG00000178096,1.0
ENSG00000014914,1.0
ENSG00000184260,1.0
ENSG00000023902,1.0
ENSG00000118298,0.0
ENSG00000143382,1.0
ENSG00000143379,1.0
ENSG00000213190,0.0
ENSG00000143458,0.0
ENSG00000143398,1.0
ENSG00000159377,1.0
ENSG00000143416,1.0
ENSG00000143450,0.0
ENSG00000178796,0.0
ENSG00000159445,1.0
ENSG00000159450,0.0
ENSG00000143520,0.0
ENSG00000169509,0.0
ENSG00000163202,0.0
ENSG00000187223,0.0
ENSG00000187170,0.0
ENSG00000244057,0.0
ENSG00000198854,0.0
ENSG00000186844,0.0
ENSG00000235942,0.0
ENSG00000203786,0.0
ENSG00000240386,0.0
ENSG00000163207,0.0
ENSG00000163216,0.0
ENSG00000169469,0.0
ENSG00000203783,0.0
ENSG00000163220,1.0
ENSG00000163221,0.0
ENSG00000160678,0.0
ENSG00000196420,0.0
ENSG00000188643,1.0
ENSG00000143624,1.0
ENSG00000143554,1.0
ENSG00000143578,1.0
ENSG00000160741,1.0
ENSG00000143570,1.0
ENSG00000163263,0.0
ENSG00000160714,1.0
ENSG00000169291,0.0
ENSG00000163357,0.0
ENSG00000173207,1.0
ENSG00000163348,1.0
ENSG00000173171,1.0
ENSG00000169242,1.0
ENSG00000160752,1.0
ENSG00000143630,1.0
ENSG00000143627,0.0
ENSG00000176444,1.0
ENSG00000132698,1.0
ENSG00000163479,1.0
ENSG00000196189,0.0
ENSG00000160783,1.0
ENSG00000160785,1.0
ENSG00000160781,0.0
ENSG00000198715,1.0
ENSG00000163467,0.0
ENSG00000132677,0.0
ENSG00000163472,0.0
ENSG00000125462,0.0
ENSG00000160818,1.0
ENSG00000143303,1.0
ENSG00000027869,0.0
ENSG00000187800,0.0
ENSG00000253831,0.0
ENSG00000158485,0.0
ENSG00000198965,0.0
ENSG00000180433,0.0
ENSG00000188340,0.0
ENSG00000163564,0.0
ENSG00000163568,0.0
ENSG00000162706,1.0
ENSG00000213085,0.0
ENSG00000162723,0.0
ENSG00000018625,0.0
ENSG00000132681,0.0
ENSG00000162734,1.0
ENSG00000162738,0.0
ENSG00000162739,1.0
ENSG00000179914,1.0
ENSG00000186517,1.0
ENSG00000158773,1.0
ENSG00000158769,1.0
ENSG00000143258,1.0
ENSG00000158874,0.0
ENSG00000143252,1.0
ENSG00000188931,0.0
ENSG00000203747,1.0
ENSG00000081721,1.0
ENSG00000132185,1.0
ENSG00000132196,1.0
ENSG00000117152,0.0
ENSG00000152382,1.0
ENSG00000143167,1.0
ENSG00000198821,1.0
ENSG00000143162,1.0
ENSG00000143199,0.0
ENSG00000143147,0.0
ENSG00000213064,1.0
ENSG00000143178,0.0
ENSG00000143185,0.0
ENSG00000143184,0.0
ENSG00000117479,0.0
ENSG00000171806,1.0
ENSG00000120370,0.0
ENSG00000117507,0.0
ENSG00000010165,1.0
ENSG00000117592,1.0
ENSG00000120334,0.0
ENSG00000117601,0.0
ENSG00000120341,0.0
ENSG00000143333,0.0
ENSG00000135838,0.0
ENSG00000157060,0.0
ENSG00000058085,1.0
ENSG00000198756,0.0
ENSG00000116679,1.0
ENSG00000253148,0.0
ENSG00000116741,1.0
ENSG00000116747,0.0
ENSG00000116785,0.0
ENSG00000134389,0.0
ENSG00000143278,0.0
ENSG00000151418,0.0
ENSG00000203721,0.0
ENSG00000118197,0.0
ENSG00000081277,0.0
ENSG00000174307,1.0
ENSG00000163431,1.0
ENSG00000143851,1.0
ENSG00000117153,1.0
ENSG00000183155,1.0
ENSG00000159346,1.0
ENSG00000163444,1.0
ENSG00000133055,0.0
ENSG00000163485,0.0
ENSG00000159388,1.0
ENSG00000188770,0.0
ENSG00000257315,1.0
ENSG00000170498,0.0
ENSG00000143845,0.0
ENSG00000158615,1.0
ENSG00000174529,0.0
ENSG00000133069,0.0
ENSG00000162873,0.0
ENSG00000163545,1.0
ENSG00000174514,0.0
ENSG00000158715,1.0
ENSG00000133065,0.0
ENSG00000069275,1.0
ENSG00000174502,0.0
ENSG00000162889,1.0
ENSG00000136634,0.0
ENSG00000162891,0.0
ENSG00000182795,1.0
ENSG00000162896,1.0
ENSG00000123843,1.0
ENSG00000174059,1.0
ENSG00000008118,0.0
ENSG00000117597,0.0
ENSG00000082497,0.0
ENSG00000082512,1.0
ENSG00000198570,0.0
ENSG00000117650,1.0
ENSG00000143476,0.0
ENSG00000117697,1.0
ENSG00000162769,0.0
ENSG00000174606,0.0
ENSG00000162813,1.0
ENSG00000162817,1.0
ENSG00000178395,0.0
ENSG00000143753,1.0
ENSG00000162923,1.0
ENSG00000143815,1.0
ENSG00000143768,1.0
ENSG00000185155,0.0
ENSG00000143799,1.0
ENSG00000143801,1.0
ENSG00000081692,1.0
ENSG00000185888,0.0
ENSG00000143793,0.0
ENSG00000198835,0.0
ENSG00000203684,0.0
ENSG00000162931,0.0
ENSG00000181218,1.0
ENSG00000135801,1.0
ENSG00000135744,0.0
ENSG00000116906,1.0
ENSG00000116991,1.0
ENSG00000168275,1.0
ENSG00000059588,1.0
ENSG00000188739,1.0
ENSG00000116996,0.0
ENSG00000180875,0.0
ENSG00000091483,1.0
ENSG00000054277,1.0
ENSG00000203668,0.0
ENSG00000179456,1.0
ENSG00000173728,0.0
ENSG00000153187,1.0
ENSG00000203667,1.0
ENSG00000162851,1.0
ENSG00000143653,1.0
ENSG00000197437,0.0
ENSG00000169214,0.0
ENSG00000221888,0.0
ENSG00000162722,0.0
ENSG00000203663,0.0
ENSG00000197454,0.0
ENSG00000198128,0.0
ENSG00000198601,0.0
ENSG00000196539,0.0
ENSG00000175143,0.0
ENSG00000203661,0.0
ENSG00000183310,0.0
ENSG00000187701,0.0
ENSG00000171163,1.0
ENSG00000049323,1.0
ENSG00000144339,0.0
ENSG00000144283,1.0
ENSG00000163092,0.0
ENSG00000168702,0.0
ENSG00000144481,0.0
ENSG00000151693,1.0
ENSG00000115756,1.0
ENSG00000119778,0.0
ENSG00000163032,0.0
ENSG00000119820,1.0
ENSG00000119777,1.0
ENSG00000138075,0.0
ENSG00000068724,1.0
ENSG00000115355,0.0
ENSG00000170634,0.0
ENSG00000169605,0.0
ENSG00000153563,1.0
ENSG00000204634,1.0
